timestamp,DA_Price,actual_load,forecast_load,solar_generation,wind_on_generation,wind_off_generation,fossil_hard_coal_generation,fossil_gas_generation
2023-05-14 10,25.09,42120.4,17374.34,1122.9,1209.58,1512.5500000000002,4500.17,6626.25
2023-05-14 11,13.89,42457.92,14404.7,1340.53,1113.55,892.96,4174.34,6421.29
2023-05-14 12,9.7,42648.68,13217.02,1529.13,867.0,494.45,3844.19,6573.6
2023-05-14 13,1.85,42532.53,13647.56,1549.04,850.78,312.44,3783.2799999999997,6430.36
2023-05-14 14,0.16,42325.84,15717.77,1340.6,965.8299999999999,729.92,4247.66,6758.33
2023-05-14 15,1.78,42039.649999999994,20081.579999999998,1095.94,1407.92,1190.69,4572.3,6864.61
2023-05-14 16,28.66,42521.2,25269.53,987.89,1691.25,1270.51,4395.8099999999995,6856.02
2023-05-14 17,81.0,44459.43,31616.0,728.49,2198.95,1246.42,4692.4400000000005,7978.7699999999995
2023-05-14 18,101.18,45098.61,36780.83,514.92,2799.34,952.01,4850.94,12788.119999999999
2023-05-14 19,116.0,45927.04,40424.45,276.42,2382.81,668.63,5151.33,16757.11
2023-05-14 20,126.62,47296.62,43448.99,73.03,1480.11,304.31,5351.6,17240.05
2023-05-14 21,127.99,48324.36,44290.65,2.06,902.84,117.05000000000001,5355.9400000000005,17499.39
2023-05-14 22,119.14,47507.69,43126.35,0.0,554.9,26.76,5101.16,17432.05
2023-05-14 23,107.58,44948.42,41367.01,0.0,327.49,1.1199999999999999,5044.66,17583.86
2023-05-15 00,117.15,42671.479999999996,39845.19,0.0,359.66999999999996,2.16,4987.17,16580.02
2023-05-15 01,105.75,40855.22,38465.05,0.0,400.06,29.63,4939.17,16211.02
2023-05-15 02,101.38,39978.16,38163.59,0.0,459.67,210.71,4620.26,16269.12
2023-05-15 03,105.25,39497.88,37984.380000000005,0.0,471.15,319.03,4654.27,16358.36
2023-05-15 04,104.12,39673.869999999995,38077.43,0.0,746.3499999999999,457.09000000000003,4524.54,16832.489999999998
2023-05-15 05,119.92,41089.18,39392.66,0.4,679.28,462.93,4700.53,17887.31
2023-05-15 06,109.9,44271.740000000005,41326.770000000004,30.730000000000004,916.59,163.85,4749.52,19259.92
2023-05-15 07,142.86,48801.93,43353.59,129.72,592.77,94.75999999999999,4900.03,20010.03
2023-05-15 08,139.94,51971.94,44294.880000000005,407.93,325.05,107.71,5063.7,19550.989999999998
2023-05-15 09,123.7,53497.12,42320.63,941.5,192.53,905.0699999999999,4964.03,18600.36
2023-05-15 10,100.28,54042.29,37681.88,1162.49,334.1,3425.7,4629.469999999999,17459.39
2023-05-15 11,94.04,54397.2,33341.51,1407.6,704.35,4998.11,4543.36,16043.740000000002
2023-05-15 12,89.03,54072.21,29300.81,1393.1599999999999,1457.49,5567.49,4797.67,14647.880000000001
2023-05-15 13,90.21,54081.66,27510.559999999998,1362.55,1991.0699999999997,5146.72,4492.4400000000005,13721.150000000001
2023-05-15 14,88.55,53622.020000000004,27504.35,1235.73,1984.19,5081.36,4791.67,13515.91
2023-05-15 15,87.66,53592.69,28401.26,1230.13,2348.98,6998.93,4511.37,11156.85
2023-05-15 16,87.95,54256.68,29838.95,885.13,3335.77,8399.04,4452.139999999999,11404.97
2023-05-15 17,90.1,56563.4,34327.3,511.71000000000004,3902.34,9178.25,4455.56,15381.11
2023-05-15 18,90.0,56367.76,38132.59,218.85,4463.53,9633.66,4796.47,17681.88
2023-05-15 19,109.93,55490.19,41963.380000000005,63.23,5557.87,10687.35,4769.2300000000005,16940.98
2023-05-15 20,129.2,54868.97,45726.36,15.19,6272.02,10775.41,4724.3099999999995,17187.86
2023-05-15 21,122.32,53863.85,47068.58,0.21000000000000002,8162.7300000000005,10515.75,4923.7,16524.3
2023-05-15 22,109.9,51651.5,45770.8,0.0,7580.76,9717.32,4500.77,15978.09
2023-05-15 23,93.89,48323.43,44085.21,0.0,6643.11,8244.47,4427.97,12790.689999999999
2023-05-16 00,78.96,45388.21,42573.72,0.0,5953.11,6762.02,4409.91,9007.0
2023-05-16 01,73.1,43609.16,40894.01,0.0,5220.75,5913.47,4447.56,7605.25
2023-05-16 02,70.01,42647.17,39696.22,0.0,4446.67,5326.469999999999,4371.3,7247.07
2023-05-16 03,63.56,42036.5,38913.07,0.0,4223.8,5461.33,4335.17,7223.96
2023-05-16 04,65.9,42010.07,38727.74,0.0,4233.3099999999995,5355.99,4339.54,6945.84
2023-05-16 05,74.16,43046.05,39470.37,5.6,4299.33,5189.23,4322.4,7804.5
2023-05-16 06,98.18,45677.57,40470.77,86.12,4259.2,5159.87,4417.17,10406.95
2023-05-16 07,114.97,49796.74,42760.92,301.65999999999997,4214.66,4788.85,4902.860000000001,10964.73
2023-05-16 08,119.54,52760.69,42825.44,688.79,4657.2,4224.21,4798.68,11044.1
2023-05-16 09,96.2,53608.92,39566.93,902.29,4181.18,3687.4300000000003,4439.610000000001,10516.44
2023-05-16 10,81.9,53113.19,35457.92,1163.31,3566.68,3017.7799999999997,4331.09,8269.4
2023-05-16 11,70.77,52935.22,31767.47,1078.09,3927.3,2568.8500000000004,4225.16,6301.79
2023-05-16 12,40.66,52595.24,29028.82,1131.3600000000001,3827.35,2195.59,3921.5,5302.39
2023-05-16 13,39.07,52655.13,27321.34,1186.76,3830.26,2262.92,3821.67,5091.780000000001
2023-05-16 14,14.94,52481.979999999996,27319.46,971.94,3647.45,2614.55,3774.4300000000003,5204.49
2023-05-16 15,11.05,52472.15,27950.489999999998,840.5,3517.15,2371.41,3916.64,5313.6900000000005
2023-05-16 16,42.78,52362.31,30896.67,579.79,3595.9700000000003,2786.9,4133.6,6359.38
2023-05-16 17,72.46,54267.63,35692.13,422.17,3537.24,3084.73,4349.16,7124.2
2023-05-16 18,87.19,53797.11,39654.6,238.29999999999998,3555.84,3104.85,4741.0,11386.54
2023-05-16 19,104.91,53024.29,43342.47,172.0,3395.64,3100.29,4723.47,15704.039999999999
2023-05-16 20,117.64,52591.28,47005.259999999995,44.48,2770.99,2418.8900000000003,4882.5,16865.66
2023-05-16 21,120.05,52763.98,48370.39,1.77,2437.17,2509.0299999999997,4970.74,17474.85
2023-05-16 22,113.0,51185.81,47215.0,0.0,2491.33,2629.65,4861.87,17281.6
2023-05-16 23,97.23,48262.11,45538.76,0.0,2514.49,2323.71,4508.79,16349.0
2023-05-17 00,94.9,45119.53,44082.64,0.0,3014.37,2407.36,3811.38,10587.19
2023-05-17 01,83.6,42878.23,42690.06,0.0,3142.16,2291.59,3420.1,7953.14
2023-05-17 02,78.78,41854.07,41879.86,0.0,2782.18,2600.4,3540.8900000000003,7915.93
2023-05-17 03,70.0,41545.39,41328.47,0.0,2507.31,2761.87,3429.82,6992.28
2023-05-17 04,72.52,41595.31,41096.44,0.0,2660.37,2840.5299999999997,3450.83,7211.889999999999
2023-05-17 05,79.83,42444.28,41625.75,2.59,2614.2200000000003,2530.67,3577.3,8578.84
2023-05-17 06,105.19,45137.88,43104.09,67.55,2273.83,2380.67,4097.83,11876.68
2023-05-17 07,113.37,49458.8,44160.07,210.70999999999998,2319.9700000000003,2704.11,4568.54,12310.91
2023-05-17 08,105.55,52537.12,42891.72,442.14,2095.17,2694.99,4753.1,11914.49
2023-05-17 09,83.05,53155.11,38949.729999999996,621.48,1873.62,2518.19,3717.63,9754.21
2023-05-17 10,72.33,52827.04,34605.34,722.5699999999999,1729.62,1867.82,3117.64,6383.299999999999
2023-05-17 11,40.0,52528.09,30725.690000000002,754.63,1400.8200000000002,1456.76,2982.04,5943.22
2023-05-17 12,0.0,52066.490000000005,28254.04,900.03,1539.3400000000001,1208.0300000000002,2833.2,5136.89
2023-05-17 13,0.0,51774.36,27019.13,1035.05,1807.95,929.72,2779.1,4973.45
2023-05-17 14,-3.91,51315.92,25864.6,900.6,1899.98,906.74,2796.3,4687.1
2023-05-17 15,6.01,50662.09,26385.050000000003,1143.27,2290.25,1065.3,2787.16,4656.3
2023-05-17 16,34.67,50272.29,28848.65,1087.47,2454.76,1456.5900000000001,2804.5699999999997,5196.18
2023-05-17 17,79.09,51244.4,33528.78,901.7,2334.04,1492.83,3324.26,7129.68
2023-05-17 18,101.59,50640.59,38526.18,676.9,2155.87,1419.29,4432.63,11699.64
2023-05-17 19,109.9,50389.38,43211.57,249.53,2045.75,1465.02,4547.700000000001,18837.86
2023-05-17 20,132.91,50660.63,46999.68,79.84,1697.36,1508.63,4690.63,20782.92
2023-05-17 21,128.15,51381.619999999995,48035.17,3.07,1381.02,1514.6599999999999,4915.77,21246.940000000002
2023-05-17 22,111.0,49997.35,46639.77,0.0,1295.96,1326.85,4913.74,21080.37
2023-05-17 23,102.49,47065.45,44691.31,0.0,1127.95,1109.82,4791.66,20778.670000000002
2023-05-18 00,100.59,44057.3,43611.25,0.0,988.12,812.09,4116.87,17157.2
2023-05-18 01,94.9,41879.78,41680.49,0.0,1006.06,746.87,3509.04,14547.6
2023-05-18 02,89.24,40740.68,40746.96,0.0,1016.79,683.86,3427.27,13618.3
2023-05-18 03,88.92,40028.55,40249.45,0.0,850.53,567.84,3441.1,13777.45
2023-05-18 04,94.38,39788.38,40158.82,0.0,806.37,543.46,3425.7,14424.31
2023-05-18 05,98.4,39640.45,40744.91,6.22,809.69,562.61,3466.7400000000002,14364.76
2023-05-18 06,98.38,39389.81,41737.66,94.75999999999999,763.49,664.83,3450.6,13801.060000000001
2023-05-18 07,94.9,39837.2,42206.89,262.58,675.1,716.77,3408.97,13473.23
2023-05-18 08,90.48,41575.63,41703.36,468.94000000000005,626.38,690.19,3369.04,10824.74
2023-05-18 09,81.45,43004.39,39328.340000000004,757.64,828.98,772.37,3394.96,8668.26
2023-05-18 10,72.64,43869.6,35493.729999999996,1137.0900000000001,943.66,680.38,3123.07,7568.63
2023-05-18 11,65.03,44110.05,37321.65,1189.84,1060.41,664.28,2908.8100000000004,6489.09
2023-05-18 12,62.87,44571.36,28534.96,822.4300000000001,984.5699999999999,392.72,2814.26,6194.83
2023-05-18 13,43.52,44167.229999999996,27290.75,879.21,1056.87,431.0,2788.83,6213.6
2023-05-18 14,29.41,43754.39,27823.79,804.12,1197.02,400.49,2800.84,6259.97
2023-05-18 15,43.08,42740.24,29117.58,692.31,1301.25,435.90999999999997,2781.73,6826.07
2023-05-18 16,71.56,43149.68,31847.420000000002,1046.9499999999998,1478.61,509.47,2849.8,6809.13
2023-05-18 17,84.55,44955.89,37203.83,932.63,1666.19,1293.1399999999999,3154.67,9964.06
2023-05-18 18,102.66,45188.79,40565.729999999996,611.18,2314.96,1566.76,3442.67,16375.51
2023-05-18 19,115.44,45303.97,44266.62,306.67,2125.44,2392.66,4368.8,18736.04
2023-05-18 20,125.81,45940.53,46870.869999999995,95.9,2275.96,2887.51,4203.17,19561.190000000002
2023-05-18 21,116.89,47475.92,47588.649999999994,7.67,2831.8900000000003,3189.46,3776.17,20208.45
2023-05-18 22,109.61,47032.19,46120.369999999995,0.0,2990.98,3327.36,3456.13,19906.42
2023-05-18 23,98.76,44894.4,44491.0,0.0,2902.85,3062.63,3554.77,20525.760000000002
2023-05-19 00,93.02,42432.58,42716.29,0.0,2920.23,2793.1,3382.93,14916.5
2023-05-19 01,83.2,40629.62,40911.78,0.0,2858.4700000000003,2670.47,3395.17,11230.2
2023-05-19 02,80.23,39597.36,40197.0,0.0,2980.94,2093.37,3402.62,10530.25
2023-05-19 03,77.03,39075.82,39779.97,0.0,2919.32,1667.95,3429.27,10398.36
2023-05-19 04,83.2,39264.56,39821.68,0.0,2518.46,1347.6100000000001,3388.46,11732.31
2023-05-19 05,97.92,40056.02,40526.36,6.72,2149.06,689.69,3740.1,12881.41
2023-05-19 06,107.75,41287.48,42192.79,108.03,1881.25,366.84,4159.26,12614.37
2023-05-19 07,109.32,43108.1,43699.05,385.4,1249.33,358.91,4110.37,12524.59
2023-05-19 08,106.0,45052.85,43730.66,777.62,563.87,372.39,3939.0699999999997,12719.43
2023-05-19 09,93.29,46325.62,41297.74,1190.76,633.88,552.73,3675.5,11850.880000000001
2023-05-19 10,69.43,46847.770000000004,37927.12,1370.6,934.45,661.02,3446.67,6572.96
2023-05-19 11,59.2,47247.59,36513.57,1632.29,1537.25,784.76,3334.83,5759.6900000000005
2023-05-19 12,57.17,47201.95,36221.84,1637.98,1441.1999999999998,1193.9099999999999,3161.8,5958.83
2023-05-19 13,57.79,47123.07,36833.1,1627.59,1710.29,1687.6799999999998,3278.73,5516.71
2023-05-19 14,57.93,46982.78,36652.91,1527.67,2540.24,2410.07,3182.63,5420.16
2023-05-19 15,63.62,46830.9,37588.95,1143.62,2956.51,3420.75,3154.47,5452.55
2023-05-19 16,70.12,47078.58,38262.16,790.92,2931.98,3711.1800000000003,3000.4,5537.110000000001
2023-05-19 17,85.3,48131.2,41332.86,870.1600000000001,3186.7599999999998,5697.18,3518.6400000000003,7208.35
2023-05-19 18,100.95,48430.31,43536.76,543.29,3536.48,7414.139999999999,3855.94,9287.5
2023-05-19 19,114.21,48360.44,45992.57,325.55,4097.4400000000005,8856.3,4286.33,9744.93
2023-05-19 20,114.51,48871.38,48494.66,106.97,4738.9,9551.86,4035.0,9969.21
2023-05-19 21,104.22,49391.43,48703.09,9.02,6002.4,9762.07,3569.13,9762.13
2023-05-19 22,99.79,48538.229999999996,46367.09,0.0,6673.5,9822.74,3432.64,9867.83
2023-05-19 23,85.78,46255.369999999995,44770.82,0.0,6379.49,9738.89,3351.2,9206.21
2023-05-20 00,78.74,43606.130000000005,41488.75,0.0,6050.8099999999995,9038.68,3334.9700000000003,8249.65
2023-05-20 01,74.0,41548.19,40038.81,0.0,6087.87,8153.75,3397.74,6736.05
2023-05-20 02,68.07,40214.83,39043.11,0.0,5757.74,7439.19,3154.83,6351.41
2023-05-20 03,65.33,39392.2,38663.64,0.0,5252.21,6401.59,2912.87,6564.9
2023-05-20 04,64.65,39131.19,38570.74,0.0,4703.54,5391.14,2846.84,7340.12
2023-05-20 05,64.9,39067.9,38489.21,2.81,4195.85,5315.73,2813.5,6919.75
2023-05-20 06,62.08,38861.08,37978.11,93.96000000000001,3885.5,5722.84,2959.17,6424.7300000000005
2023-05-20 07,62.46,39847.119999999995,35600.0,366.93,3451.57,6275.389999999999,2940.27,6352.44
2023-05-20 08,59.76,41579.2,31094.22,717.52,2786.7200000000003,6359.0599999999995,2899.74,5811.360000000001
2023-05-20 09,40.04,43131.72,24431.14,1139.1399999999999,2499.7200000000003,5877.91,2821.9700000000003,5993.84
2023-05-20 10,1.94,44085.27,17866.46,1337.44,3529.45,4901.11,2770.19,5401.26
2023-05-20 11,-3.91,44782.880000000005,12891.21,1069.1,4807.43,3317.12,2767.86,5609.88
2023-05-20 12,-12.83,44827.759999999995,10983.18,962.67,5273.18,3388.8900000000003,2764.07,5651.97
2023-05-20 13,-9.44,44693.42,10664.15,834.88,5495.07,4315.75,2768.46,5306.24
2023-05-20 14,-0.17,44221.47,11231.619999999999,724.45,5333.95,3995.28,2758.5299999999997,5462.6
2023-05-20 15,0.0,43594.02,13207.21,866.16,5433.12,4733.43,2773.14,5585.05
2023-05-20 16,1.32,44228.36,17282.21,628.24,5397.79,8053.68,2758.17,5505.15
2023-05-20 17,25.94,46057.340000000004,24222.32,464.51,5255.72,9018.19,2791.6,5281.01
2023-05-20 18,53.68,46442.85,31326.420000000002,287.98,5261.46,10030.73,2938.79,5593.24
2023-05-20 19,78.44,45913.66,37072.71,213.39,5538.95,10559.3,3185.5699999999997,6425.65
2023-05-20 20,87.69,46260.759999999995,41263.32,64.92999999999999,4349.3,10241.259999999998,3433.81,7206.52
2023-05-20 21,81.06,46815.13,42844.97,3.3400000000000003,3559.3599999999997,9601.11,3367.9,7475.28
2023-05-20 22,78.6,46266.229999999996,42939.55,0.0,2996.34,8947.79,3365.8,7425.71
2023-05-20 23,73.02,44040.08,42038.62,0.0,2656.29,8440.24,3333.8,7338.07
2023-05-21 00,52.2,42226.75,41123.22,0.0,2647.89,7768.610000000001,3045.77,6750.62
2023-05-21 01,40.04,40438.62,40081.01,0.0,2438.35,6360.12,2866.29,6124.62
2023-05-21 02,33.88,39094.25,39592.04,0.0,2171.2,5106.55,3057.4,7064.35
2023-05-21 03,28.77,38398.6,39179.12,0.0,1975.6100000000001,4133.64,3239.06,7042.29
2023-05-21 04,29.96,38025.979999999996,39025.729999999996,0.0,1663.24,3508.56,3139.77,6850.37
2023-05-21 05,28.25,37784.16,39010.56,1.93,1696.3600000000001,3339.02,3130.3,6712.55
2023-05-21 06,30.79,37068.49,37721.81,64.66,1900.43,3120.81,2951.4,6484.71
2023-05-21 07,27.55,36973.99,34311.05,209.69,2031.65,3436.04,2920.36,6065.6
2023-05-21 08,20.0,38706.9,29770.34,427.71,2055.17,3867.54,2950.6,6150.84
2023-05-21 09,2.14,40425.99,24283.23,594.25,2137.11,4096.12,2945.59,6481.1
2023-05-21 10,0.0,41823.93,18239.51,867.98,2951.5,4670.2,2779.34,5917.530000000001
2023-05-21 11,-3.9,42407.07,13955.8,1082.6200000000001,3109.08,3796.3,2762.26,5515.48
2023-05-21 12,-76.0,43297.99,10799.59,959.96,3031.42,3016.83,2763.6,5431.6
2023-05-21 13,-50.0,43444.92,10438.01,855.24,3043.58,2986.7400000000002,2756.73,5270.599999999999
2023-05-21 14,-58.32,44275.32,12355.48,729.51,2998.92,2454.25,2760.9,5320.8
2023-05-21 15,-25.67,43599.31,16327.91,704.6600000000001,3316.2799999999997,3678.04,2756.27,5348.47
2023-05-21 16,-0.41,42972.979999999996,20915.86,937.1700000000001,3366.19,4476.19,2758.27,5514.73
2023-05-21 17,2.22,44805.44,26981.0,940.3,3349.23,5764.49,2749.63,6125.12
2023-05-21 18,41.34,45370.14,32668.77,585.3199999999999,2833.23,5862.07,2891.53,6941.0599999999995
2023-05-21 19,85.49,45517.14,38378.94,290.59,2318.8199999999997,5530.46,3510.74,8991.98
2023-05-21 20,90.87,46304.74,42391.47,78.81,1993.47,4843.49,3517.87,9802.92
2023-05-21 21,91.0,47517.759999999995,44455.99,5.6,2009.3600000000001,4653.32,3697.77,10188.16
2023-05-21 22,89.94,47205.979999999996,44363.99,0.0,2106.88,4437.9,3927.6,9438.87
2023-05-21 23,83.5,44768.53,43038.36,0.0,1919.09,4311.86,3762.67,8870.6
2023-05-22 00,88.29,42642.68,41964.01,0.0,1651.6,3494.19,3727.17,8234.25
2023-05-22 01,80.06,40944.51,40947.96,0.0,1394.95,2713.72,3456.9,8347.57
2023-05-22 02,78.31,39962.88,40465.54,0.0,1076.57,2231.3900000000003,3558.13,9061.26
2023-05-22 03,77.8,39661.26,40234.58,0.0,544.62,1831.0800000000002,3466.96,9167.84
2023-05-22 04,81.0,39654.09,40477.01,0.0,507.95,1310.6599999999999,3436.33,9808.81
2023-05-22 05,97.88,40693.29,41560.2,1.09,852.08,1232.5700000000002,3731.71,11335.36
2023-05-22 06,110.26,43804.42,43127.61,44.45,1855.88,1610.74,3949.2,14607.58
2023-05-22 07,118.31,48584.09,44388.86,102.13,2563.76,1966.38,2035.1,16375.83
2023-05-22 08,113.42,52222.619999999995,43390.07,185.03,2874.87,1471.58,1970.0,16029.29
2023-05-22 09,102.31,53502.7,39319.85,337.29,3013.3,2104.05,1970.0,14543.460000000001
2023-05-22 10,86.97,53058.020000000004,34362.57,595.03,2703.82,1467.02,1852.0,11463.24
2023-05-22 11,74.24,52733.31,30774.75,784.15,1738.72,1116.3,1732.0,6442.12
2023-05-22 12,57.33,52953.41,28293.42,920.3000000000001,799.71,2073.92,1638.0,4686.5
2023-05-22 13,55.97,53432.72,27996.1,1148.7,1307.61,3244.41,1354.0,4545.79
2023-05-22 14,67.6,52955.96,28857.62,1380.6,2760.3199999999997,4049.5299999999997,1318.0,5141.58
2023-05-22 15,68.25,52546.15,30373.2,1316.46,3197.37,3394.21,1517.6,5722.31
2023-05-22 16,70.8,52628.51,33097.52,1029.5900000000001,2969.05,3026.83,1852.4,6332.99
2023-05-22 17,78.7,53563.35,38207.86,1048.8400000000001,3159.79,3714.26,1978.0,9732.76
2023-05-22 18,90.0,52127.630000000005,41340.84,744.22,3321.62,3576.22,2666.87,13299.89
2023-05-22 19,105.42,51554.42,43716.86,355.11,2963.0,4716.84,3148.3,15863.41
2023-05-22 20,119.0,51191.11,46262.04,102.76,2667.62,4786.2,3324.37,17883.18
2023-05-22 21,112.8,51839.92,46793.8,6.3999999999999995,3925.98,7249.25,3270.5,16542.84
2023-05-22 22,104.24,50994.94,46068.38,0.0,5432.32,9652.39,3370.77,15494.69
2023-05-22 23,84.48,48248.33,44411.95,0.0,5963.78,10301.91,3361.4,13099.2
2023-05-23 00,91.14,44908.61,42810.94,0.0,5810.37,9722.85,3341.5299999999997,10406.31
2023-05-23 01,77.66,43193.520000000004,41035.92,0.0,6478.47,10012.2,3597.53,8178.46
2023-05-23 02,76.02,42088.32,40020.6,0.0,6777.18,9379.82,3404.17,6552.51
2023-05-23 03,68.32,41372.04,39530.86,0.0,6683.639999999999,9196.380000000001,3370.67,7384.92
2023-05-23 04,66.97,41663.99,39321.369999999995,0.0,6791.07,9847.77,3383.24,7050.3
2023-05-23 05,75.78,42651.97,39729.33,0.03,7258.8,10129.81,3306.0,8024.299999999999
2023-05-23 06,97.5,46113.31,40432.9,10.08,7960.389999999999,10498.94,3597.4,8671.98
2023-05-23 07,104.14,51563.86,41569.990000000005,48.03,7951.15,10477.87,3805.8,9494.08
2023-05-23 08,101.0,54858.28,40472.69,134.99,7802.9,9930.99,3859.0,10584.17
2023-05-23 09,90.0,54691.2,37354.49,437.6,7923.48,9333.93,3787.82,9952.9
2023-05-23 10,61.6,53803.09,33013.76,776.54,7410.2,8989.81,3537.7,6361.7699999999995
2023-05-23 11,25.0,53511.86,29532.84,1006.43,7221.46,9119.58,3284.4300000000003,4338.49
2023-05-23 12,7.1,52980.55,27453.489999999998,1094.92,6875.82,8153.95,3206.56,3490.27
2023-05-23 13,-10.04,52592.57,26706.68,1140.98,5881.01,4602.4,2867.7,3487.45
2023-05-23 14,-20.0,52143.8,28021.64,1086.72,5344.26,4060.46,2754.83,3399.85
2023-05-23 15,-15.08,51927.61,29483.940000000002,1248.19,5470.27,4079.4300000000003,2776.8,3432.55
2023-05-23 16,-10.0,52108.92,32913.05,1202.8400000000001,5635.700000000001,4627.02,2848.2,3553.54
2023-05-23 17,56.54,52973.84,37791.72,1032.43,5804.12,5431.64,3289.47,4581.18
2023-05-23 18,71.8,51936.43,41743.45,721.18,5256.37,4949.64,3449.6,6793.02
2023-05-23 19,95.88,51350.35,44425.92,335.57,4626.25,4596.52,3909.43,10428.6
2023-05-23 20,101.58,51526.16,47433.509999999995,114.89,3920.72,3934.54,4196.030000000001,11671.52
2023-05-23 21,103.2,51742.630000000005,48892.24,13.58,3108.9,3177.04,3808.2,13704.41
2023-05-23 22,100.21,50966.240000000005,48106.46,0.0,2091.13,2875.27,3768.5699999999997,13886.119999999999
2023-05-23 23,93.78,48001.28,46446.31,0.0,1415.27,2165.34,3861.9,12550.0
2023-05-24 00,83.0,45039.78,44599.63,0.0,1112.92,1659.5900000000001,3765.61,10826.97
2023-05-24 01,76.09,42864.03,42732.99,0.0,1028.09,1275.85,3533.24,11099.880000000001
2023-05-24 02,75.13,41595.83,41748.28,0.0,1111.58,1393.92,3757.0,11171.44
2023-05-24 03,76.02,40992.58,41160.85,0.0,1393.76,1380.66,3580.0,11211.380000000001
2023-05-24 04,76.44,40971.85,40915.16,0.0,1426.97,1326.06,3180.4,12353.189999999999
2023-05-24 05,85.53,41692.26,41517.77,8.53,1455.44,1403.37,3585.46,16497.66
2023-05-24 06,105.58,44235.96,42681.729999999996,102.33,1374.49,1257.28,4557.67,21244.730000000003
2023-05-24 07,121.47,48417.08,43223.89,350.55,1499.22,1216.68,4583.99,21999.27
2023-05-24 08,109.66,51544.17,40869.25,497.52,1550.85,598.24,4594.5,21643.1
2023-05-24 09,97.7,52432.3,36166.53,611.24,1191.19,563.96,4329.13,20470.2
2023-05-24 10,85.92,52437.19,30487.85,1010.55,922.37,551.3399999999999,3837.27,16740.94
2023-05-24 11,81.0,52413.619999999995,25624.21,835.2,1174.63,505.2,3622.74,14295.68
2023-05-24 12,80.58,52168.95,23217.67,850.83,1211.4,293.33,3997.33,15014.57
2023-05-24 13,71.08,52477.8,21697.27,727.53,1242.69,245.59,4358.46,13969.960000000001
2023-05-24 14,75.21,52221.880000000005,20935.31,905.05,1251.73,208.39,3738.57,13714.19
2023-05-24 15,67.6,51998.46,21416.9,667.28,1340.04,230.76,3529.0299999999997,13429.2
2023-05-24 16,80.0,52422.89,23996.7,651.0699999999999,1387.14,284.86,3378.06,16443.48
2023-05-24 17,78.97,53503.090000000004,29436.2,622.3299999999999,1661.69,412.62,3150.79,20119.32
2023-05-24 18,109.97,52401.1,35201.82,570.85,2067.38,739.81,3780.76,22143.8
2023-05-24 19,136.0,51675.58,41607.9,278.1,1868.47,981.73,4187.9400000000005,23481.29
2023-05-24 20,142.0,51416.270000000004,46045.94,117.88,1606.82,1146.15,4209.639999999999,24086.97
2023-05-24 21,148.4,51653.97,47770.59,15.120000000000001,1425.6,1456.0900000000001,4323.3,23860.71
2023-05-24 22,114.64,50765.53,46985.48,0.0,1551.5,1760.29,4199.9,23396.16
2023-05-24 23,102.96,48160.19,45135.2,0.0,1479.08,2076.3,3999.33,21629.45
2023-05-25 00,102.1,44775.09,43103.04,0.0,1235.0900000000001,2303.35,3360.69,20202.0
2023-05-25 01,89.78,42588.33,41355.85,0.0,1057.96,2035.6,2881.5699999999997,19097.23
2023-05-25 02,82.0,41398.77,40530.47,0.0,985.61,1470.69,2872.2599999999998,18881.85
2023-05-25 03,87.27,40663.78,40111.72,0.0,962.0,1386.65,2875.67,19074.760000000002
2023-05-25 04,76.8,40825.65,39867.5,0.0,871.75,1293.8700000000001,2870.5,18735.95
2023-05-25 05,80.1,41536.1,40081.81,12.57,883.11,1435.07,2877.81,18645.04
2023-05-25 06,101.2,44029.630000000005,40225.1,115.65,914.6,1956.24,3307.7,18738.94
2023-05-25 07,119.49,48038.79,39198.95,372.41,1077.42,1988.23,3274.9700000000003,19053.34
2023-05-25 08,104.0,50868.35,36833.229999999996,647.26,1038.51,1971.2,3391.44,18091.850000000002
2023-05-25 09,83.35,52262.4,32277.11,875.95,1523.15,2073.2799999999997,3155.5,12460.029999999999
2023-05-25 10,70.85,52748.69,26913.9,1040.87,1866.58,2702.24,2813.93,7992.5599999999995
2023-05-25 11,45.0,53134.37,21159.489999999998,1060.4499999999998,2431.43,3427.9300000000003,2856.6,8451.49
2023-05-25 12,32.76,52666.14,16787.79,1138.29,2818.89,3988.58,2835.4700000000003,7420.03
2023-05-25 13,13.0,52711.56,14859.77,1282.24,2929.8,4583.32,2918.84,5875.27
2023-05-25 14,-3.91,52264.93,15051.2,1420.29,2984.29,4951.15,3163.0699999999997,4532.83
2023-05-25 15,-0.13,51941.4,17156.14,1530.0,3485.2200000000003,5529.63,3193.21,4166.96
2023-05-25 16,-3.9,51742.39,21231.15,1374.33,3803.99,6282.64,3196.9,4245.92
2023-05-25 17,54.9,52291.15,28498.78,1165.0,4305.82,7034.889999999999,3197.43,4920.58
2023-05-25 18,84.92,51433.36,33905.08,762.95,4888.3,7552.5599999999995,3207.96,9791.24
2023-05-25 19,107.11,51099.47,39394.3,366.98,4895.27,7831.28,3181.0,15441.8
2023-05-25 20,121.71,51137.0,43315.06,128.72,4442.49,7669.06,3806.19,17263.41
2023-05-25 21,107.13,51608.020000000004,44812.41,13.69,4174.1,7943.23,3752.9,17066.42
2023-05-25 22,100.47,50888.24,44178.19,0.0,3896.02,7907.78,2933.63,17707.6
2023-05-25 23,90.94,48193.71,43006.31,0.0,3528.23,7943.19,2791.8999999999996,16748.15
