timestamp,DA_Price,actual_load,forecast_load,solar_generation,wind_on_generation,wind_off_generation,fossil_hard_coal_generation,fossil_gas_generation
2021-01-12 18,53.3,62315.72,62626.14,0.0,2866.63,4933.14,11678.460000000001,18922.38
2021-01-12 19,53.3,59757.36,60274.5,0.0,2708.33,4611.0599999999995,11622.630000000001,17761.55
2021-01-12 20,54.4,56380.79,57533.85,0.0,2636.96,4161.92,11657.74,16606.06
2021-01-12 21,48.4,52780.66,54904.81,0.0,2706.27,3886.05,11718.34,14458.619999999999
2021-01-12 22,45.69,50264.6,52461.07,0.0,2794.98,3848.46,11537.86,13165.58
2021-01-12 23,47.6,48046.770000000004,51686.93,0.0,3030.0699999999997,3958.48,11288.7,11180.5
2021-01-13 00,48.3,46202.84,50522.51,0.0,3310.02,3893.98,11109.6,9560.82
2021-01-13 01,47.6,45270.9,49316.73,0.0,3631.7200000000003,4161.28,10065.189999999999,9080.57
2021-01-13 02,40.0,45554.25,48638.69,0.0,3936.6400000000003,4577.09,9945.17,8380.83
2021-01-13 03,34.98,45953.21,48952.979999999996,0.0,4287.53,4482.77,9270.8,8619.67
2021-01-13 04,47.6,47541.020000000004,50319.729999999996,0.0,4158.22,4551.219999999999,9784.46,9669.02
2021-01-13 05,52.5,52109.16,53768.0,0.0,4276.02,4420.79,11122.0,11555.88
2021-01-13 06,61.0,58644.13,58550.38,0.0,4138.860000000001,4392.54,11681.17,17190.17
2021-01-13 07,58.0,64231.380000000005,63317.32,2.3200000000000003,3908.2,4537.65,11701.44,21918.16
2021-01-13 08,57.1,64231.13,66055.33,47.23,3671.19,4011.52,11637.96,23022.58
2021-01-13 09,53.05,62155.479999999996,66772.72,127.58,3433.98,3093.44,11751.630000000001,21596.65
2021-01-13 10,51.0,59260.68,66707.39,245.79,3335.8900000000003,2845.29,11829.3,19401.1
2021-01-13 11,49.6,58201.01,66295.94,296.98,3605.8199999999997,2838.15,11667.27,17923.44
2021-01-13 12,51.03,58326.82,65655.16,275.29999999999995,3843.49,3633.05,11274.73,17696.8
2021-01-13 13,54.1,60058.79,65502.259999999995,177.48,3649.4700000000003,3530.2799999999997,10417.53,20750.31
2021-01-13 14,57.1,62347.77,66103.11,85.77,3708.0299999999997,3551.48,11304.59,22630.1
2021-01-13 15,90.91,64185.3,66691.93000000001,10.16,3583.48,3722.01,11855.81,23906.14
2021-01-13 16,123.12,67785.15,68259.51000000001,0.0,3529.69,3825.5,11553.3,24001.52
2021-01-13 17,71.0,64964.5,64485.06,0.0,3222.0099999999998,3797.33,10974.029999999999,23161.81
2021-01-13 18,63.0,62258.509999999995,61916.46,0.0,2520.83,3689.72,11148.49,21729.8
2021-01-13 19,54.1,59090.69,59860.729999999996,0.0,2150.58,3591.29,11478.37,19452.129999999997
2021-01-13 20,65.0,55824.47,57717.35,0.0,1927.48,3335.14,11705.8,16970.99
2021-01-13 21,51.2,52673.3,55077.86,0.0,1799.6,2544.65,11698.54,13668.91
2021-01-13 22,54.1,50142.19,53035.18,0.0,1597.7,2163.76,11715.699999999999,13661.3
2021-01-13 23,84.9,47771.26,50700.03,0.0,1313.68,2435.29,11692.5,15738.119999999999
2021-01-14 00,61.05,45891.1,49434.89,0.0,1081.59,1472.25,11489.86,15031.49
2021-01-14 01,48.18,45535.71,48489.47,0.0,851.11,1306.1100000000001,11568.34,13499.05
2021-01-14 02,50.13,45478.51,48095.17,0.0,912.45,1657.79,11506.53,13902.17
2021-01-14 03,44.0,46160.14,48461.619999999995,0.0,897.25,2407.92,11466.34,13403.77
2021-01-14 04,46.84,48308.380000000005,49766.03,0.0,777.06,3422.49,11564.3,15336.8
2021-01-14 05,60.04,52893.72,52876.07,0.0,668.78,3599.44,11571.17,24344.22
2021-01-14 06,79.9,59123.1,57534.42,0.0,685.21,2725.3900000000003,11685.609999999999,33124.649999999994
2021-01-14 07,88.82,64367.979999999996,62303.01,2.12,676.72,3370.1099999999997,11828.64,37797.8
2021-01-14 08,89.27,65584.02,64496.54,56.83,795.8,3208.71,11847.869999999999,35307.479999999996
2021-01-14 09,89.63,63818.78,64686.74,171.71,1045.49,3387.84,11826.3,34961.99
2021-01-14 10,91.05,61857.95,64187.38,292.17,1169.72,3468.64,11842.93,34997.67
2021-01-14 11,88.75,60918.14,63208.979999999996,256.19,1334.87,3513.47,11331.66,35236.44
2021-01-14 12,87.1,61010.96,62706.76,193.12,1417.6799999999998,3423.8199999999997,10254.46,35936.12
2021-01-14 13,83.98,62000.05,62472.04,135.85,1289.1399999999999,3433.44,11182.5,34698.59
2021-01-14 14,79.96,63677.8,62536.86,72.68,1569.71,3027.37,11343.24,34504.56
2021-01-14 15,83.42,65111.44,63305.22,7.21,1921.04,3332.71,11411.83,34835.41
2021-01-14 16,100.1,68351.28,65430.66,0.0,2119.2400000000002,4061.84,11256.51,34646.27
2021-01-14 17,90.16,65755.76,62467.83,0.0,2265.34,4253.38,10964.27,35215.83
2021-01-14 18,87.7,63114.25,59570.3,0.0,2180.02,3934.17,10961.89,35837.81
2021-01-14 19,74.58,59981.74,56989.869999999995,0.0,2137.51,3769.13,10876.4,34547.7
2021-01-14 20,62.74,56848.759999999995,54430.64,0.0,2063.2599999999998,3627.24,10412.4,31972.94
2021-01-14 21,59.82,53361.43,52171.17,0.0,2040.31,2873.18,9982.66,30073.07
2021-01-14 22,55.6,50567.35,50611.03,0.0,1803.63,2669.39,9954.17,29114.82
2021-01-14 23,48.98,48351.55,49303.98,0.0,1743.76,2636.63,10337.03,27680.98
2021-01-15 00,48.66,46770.15,47980.1,0.0,1617.3000000000002,2374.6800000000003,10828.33,26845.72
2021-01-15 01,47.7,46000.75,46823.59,0.0,1637.21,2463.07,11257.67,25886.21
2021-01-15 02,46.6,45871.41,46445.229999999996,0.0,1673.7,2624.0699999999997,11345.37,24963.559999999998
2021-01-15 03,48.0,46180.93,46631.4,0.0,1621.87,2282.11,11526.810000000001,27429.37
2021-01-15 04,51.52,48033.43,47735.01,0.0,1278.72,2285.31,11634.939999999999,31292.09
2021-01-15 05,62.97,52735.39,50152.58,0.0,1125.97,2561.0299999999997,11641.14,33123.45
2021-01-15 06,77.94,59326.63,53948.04,0.0,878.22,2083.38,11731.46,35279.53
2021-01-15 07,93.74,65026.53,58222.5,0.0,863.44,2331.12,11782.74,35908.9
2021-01-15 08,97.76,67162.1,60199.14,10.32,771.13,1078.79,11763.529999999999,36354.46
2021-01-15 09,90.69,66608.06999999999,59451.130000000005,56.78,594.99,306.71000000000004,11780.24,37014.119999999995
2021-01-15 10,86.97,66252.81,57621.12,76.50999999999999,441.78999999999996,48.02,11740.47,37233.130000000005
2021-01-15 11,79.25,65994.34,56967.91,80.77000000000001,353.55,0.0,11818.9,36873.24
2021-01-15 12,76.64,65979.51,56633.05,69.89,343.45,0.16,11816.23,36681.21
2021-01-15 13,77.14,65538.33,57044.45,53.82,342.85,0.43,11677.23,36691.05
2021-01-15 14,76.98,65338.58,58397.06,29.11,326.59,6.8100000000000005,11760.31,36392.68
2021-01-15 15,82.0,65676.3,60689.03,4.27,236.01,16.79,11761.02,35826.47
2021-01-15 16,99.4,67859.27,64280.93,0.0,172.88,80.86,11996.56,37764.65
2021-01-15 17,98.02,64950.83,62229.03,0.0,193.85000000000002,28.94,12022.93,38043.03
2021-01-15 18,95.01,61900.75,59371.16,0.0,208.76999999999998,183.38,11984.23,37924.77
2021-01-15 19,77.2,58664.65,57119.82,0.0,264.18,236.6,11995.6,37553.82
2021-01-15 20,67.18,55425.06,54961.57,0.0,415.24,208.14,11998.77,36483.51
2021-01-15 21,63.19,52470.38,52686.85,0.0,510.28999999999996,278.42,12023.27,35095.14
2021-01-15 22,53.19,50170.26,50647.0,0.0,645.16,289.47,12000.45,32247.11
2021-01-15 23,50.0,47950.17,52089.5,0.0,624.22,541.9,11959.0,31026.89
2021-01-16 00,50.0,46072.44,50878.85,0.0,550.28,667.57,11981.130000000001,30371.59
2021-01-16 01,48.29,44838.770000000004,49284.64,0.0,550.8299999999999,890.24,12006.93,30560.32
2021-01-16 02,49.84,44276.05,48558.520000000004,0.0,554.03,1048.83,12042.8,30749.879999999997
2021-01-16 03,49.51,44374.36,48063.34,0.0,554.98,1488.8899999999999,12236.2,30964.14
2021-01-16 04,48.52,45045.46,48218.979999999996,0.0,608.65,2329.88,12429.060000000001,30573.95
2021-01-16 05,47.6,46768.82,49165.3,0.0,761.1600000000001,3069.98,12446.67,31383.85
2021-01-16 06,49.78,49608.59,50903.07,0.0,906.99,3815.59,12492.4,33187.48
2021-01-16 07,60.0,52842.229999999996,53204.899999999994,1.57,1029.16,4220.32,12463.03,34987.95
2021-01-16 08,63.95,55638.9,54844.85,33.81,1572.71,4636.63,12216.970000000001,35464.67
2021-01-16 09,59.81,57084.850000000006,55198.869999999995,62.64,2425.4700000000003,4885.29,11584.57,34913.93
2021-01-16 10,60.14,57731.71,54256.22,68.6,2908.45,6039.2699999999995,11497.03,34708.55
2021-01-16 11,48.85,57918.630000000005,53071.56,75.8,3204.33,6293.27,11619.13,33805.69
2021-01-16 12,45.89,57831.82,52388.86,74.48,3021.87,6363.75,11522.13,32335.38
2021-01-16 13,47.4,58034.43,52953.05,55.94,2505.69,6397.14,11661.71,34484.8
2021-01-16 14,50.65,58138.369999999995,54501.7,29.39,2781.52,6389.82,11774.400000000001,35009.01
2021-01-16 15,57.7,58863.94,56142.93,2.81,2699.3,6304.7,12095.66,34891.72
2021-01-16 16,65.01,62406.49,58759.72,0.0,2250.11,6073.33,12451.4,34971.79
2021-01-16 17,66.4,61097.38,56749.32,0.0,2128.6800000000003,5448.57,12425.11,35011.729999999996
2021-01-16 18,63.71,58413.479999999996,54162.0,0.0,1893.24,4476.08,12440.81,35162.36
2021-01-16 19,53.1,55685.81,52737.47,0.0,1453.0,3941.13,12476.78,32627.54
2021-01-16 20,51.28,52889.94,51073.880000000005,0.0,1214.71,3641.99,12449.630000000001,31031.83
2021-01-16 21,53.2,50454.3,49540.47,0.0,1114.77,3301.24,12489.0,29690.11
2021-01-16 22,47.19,48418.31,48315.28,0.0,1004.35,3819.42,12422.06,28097.59
2021-01-16 23,45.5,47083.61,47465.39,0.0,839.73,3920.62,12034.67,23202.8
2021-01-17 00,44.82,45622.32,46269.740000000005,0.0,796.49,4192.24,12089.8,22128.74
2021-01-17 01,44.44,44534.76,45144.83,0.0,839.64,5039.719999999999,12141.99,21693.629999999997
2021-01-17 02,46.09,43848.78,44856.14,0.0,975.26,5333.610000000001,12141.61,22639.39
2021-01-17 03,45.8,43752.229999999996,44958.64,0.0,1151.8899999999999,5344.370000000001,12096.96,22414.02
2021-01-17 04,45.42,44064.56,45138.63,0.0,1216.43,5331.41,12070.59,22076.9
2021-01-17 05,46.2,44821.8,45490.53,0.0,1173.0,5057.73,12236.8,23612.760000000002
2021-01-17 06,46.0,46276.7,46539.53,0.0,1145.65,4514.67,12267.39,25045.39
2021-01-17 07,46.21,48611.7,48698.89,0.06,1139.49,4294.99,12457.52,28730.149999999998
2021-01-17 08,46.23,51052.53,50985.81,2.61,1494.95,4267.5,12489.51,31432.89
2021-01-17 09,52.99,52362.94,52640.45,14.49,1910.62,3766.38,12489.22,34291.82
2021-01-17 10,56.22,51684.85,53184.37,47.58,2042.33,3105.8900000000003,12488.96,35158.66
2021-01-17 11,49.55,50867.07,53638.729999999996,76.56,2126.71,2936.32,12489.5,34078.4
2021-01-17 12,51.13,49913.53,53948.39,54.43,2217.36,2722.83,12463.4,33539.68
2021-01-17 13,49.95,50577.24,54745.79,49.74,2260.89,2877.55,12467.2,34296.17
2021-01-17 14,53.48,52007.009999999995,55879.49,24.22,2693.54,3247.15,12411.94,33890.270000000004
2021-01-17 15,60.6,54373.37,57557.46,9.0,2696.22,3039.51,12446.470000000001,33703.41
2021-01-17 16,67.05,59231.66,60716.09,0.0,2354.86,2528.94,12416.0,34778.97
2021-01-17 17,72.0,58657.66,58697.72,0.0,2011.33,2660.99,12479.77,34924.56
2021-01-17 18,59.21,56542.46,56976.21,0.0,2063.88,3072.29,12099.84,34072.17
2021-01-17 19,54.66,54130.39,55504.56,0.0,2010.25,2393.73,12409.36,34100.88
2021-01-17 20,47.0,51688.84,53477.53,0.0,2039.03,2706.8599999999997,12429.130000000001,30770.59
2021-01-17 21,50.46,49263.59,51944.479999999996,0.0,2130.9,2796.7200000000003,12390.71,26439.71
2021-01-17 22,45.4,46840.64,50072.78,0.0,1863.53,2813.99,11524.69,21812.57
2021-01-17 23,45.3,45280.02,48367.8,0.0,1622.96,2489.81,10339.800000000001,21051.12
2021-01-18 00,45.83,44377.4,47315.01,0.0,1744.86,2487.92,10274.369999999999,19296.12
2021-01-18 01,45.59,43803.53,46750.85,0.0,1849.3799999999999,2560.79,10465.1,19425.48
2021-01-18 02,45.94,43618.630000000005,46326.82,0.0,2237.1800000000003,2601.82,11103.720000000001,19166.75
2021-01-18 03,46.31,44330.7,46589.1,0.0,2760.62,3499.21,10961.07,20792.21
2021-01-18 04,44.94,46410.75,48110.14,0.0,2866.67,3608.23,12128.73,23765.63
2021-01-18 05,52.0,51094.61,51847.0,0.0,3152.45,4397.54,12225.03,28437.04
2021-01-18 06,64.38,58106.66,57011.65,0.0,3364.59,4646.9400000000005,12129.91,34789.08
2021-01-18 07,76.4,64164.55,62607.11,0.51,3619.2799999999997,5003.48,12051.86,36833.21
2021-01-18 08,70.1,65446.44,64916.08,19.71,3690.94,5179.0,12042.43,37044.89
2021-01-18 09,66.37,64799.74,65273.8,62.81,4051.45,4986.64,12048.14,36702.64
2021-01-18 10,59.6,63722.49,64880.61,82.0,4190.01,5042.9400000000005,12069.04,35717.96
2021-01-18 11,49.71,62877.7,64708.61,65.26,4223.09,5033.7,12089.27,33398.59
2021-01-18 12,46.0,62832.85,64817.369999999995,72.66,4083.96,5039.030000000001,12115.56,32185.55
2021-01-18 13,53.0,63379.21,65153.12,47.32,3981.8,4876.29,12264.8,33550.4
2021-01-18 14,48.4,63879.23,65661.82,36.4,3941.3,4880.27,12254.67,32945.86
2021-01-18 15,54.54,64975.78,66054.01,5.96,3895.56,5299.51,12248.6,31169.33
2021-01-18 16,59.94,67613.31,67733.55,0.0,3780.56,5596.55,12190.0,30497.44
2021-01-18 17,53.31,64899.509999999995,63725.8,0.0,3691.3,5417.93,12208.07,30049.29
2021-01-18 18,49.78,62366.69,60898.72,0.0,3757.16,5362.219999999999,12219.029999999999,26194.71
2021-01-18 19,46.6,59224.14,58610.98,0.0,3968.7,5302.71,12181.71,19100.51
2021-01-18 20,46.0,55963.6,55727.28,0.0,4010.33,5778.71,11329.4,14472.85
2021-01-18 21,43.78,52461.35,53166.45,0.0,4139.13,5875.0,9203.3,12261.59
2021-01-18 22,39.08,49895.2,51226.34,0.0,4594.36,6253.11,8225.54,9764.08
2021-01-18 23,37.96,47777.97,50065.56,0.0,4685.82,6333.7,7929.860000000001,8968.79
2021-01-19 00,37.13,46294.93,48819.89,0.0,5007.13,6102.6,7335.03,7899.48
2021-01-19 01,35.45,45444.7,47950.66,0.0,5321.04,6293.41,6387.7,7411.29
2021-01-19 02,36.1,45072.21,47790.49,0.0,5880.02,6396.09,6401.57,7636.2
2021-01-19 03,37.41,45410.31,48254.47,0.0,6263.450000000001,6403.46,6464.2,7531.18
2021-01-19 04,39.41,47391.229999999996,49776.12,0.0,6299.91,6402.33,7169.23,8927.82
2021-01-19 05,42.76,51932.630000000005,53531.3,0.0,6231.14,6369.76,9486.77,12827.34
2021-01-19 06,46.68,58857.0,59185.25,0.0,6274.81,6393.110000000001,11903.3,18248.75
2021-01-19 07,55.15,64764.67,65017.54,0.0,6193.3099999999995,6037.65,12373.83,21299.86
2021-01-19 08,56.31,66689.68,65899.64,11.0,6131.15,6295.4400000000005,12443.27,22980.4
2021-01-19 09,54.48,66571.38,67020.14,28.96,6000.93,5499.7,12413.73,23327.46
2021-01-19 10,56.3,65982.47,66083.70999999999,55.54,5845.47,4733.64,12441.09,23399.48
2021-01-19 11,52.21,65894.4,64644.409999999996,69.50999999999999,5623.49,5092.41,12510.3,22565.63
2021-01-19 12,52.11,65420.69,63699.37,69.3,5608.0,5386.52,12537.130000000001,22367.03
2021-01-19 13,52.37,64097.6,64034.020000000004,50.1,5945.79,5275.05,12448.16,22760.38
2021-01-19 14,51.34,63994.770000000004,64989.82,28.59,6119.74,5444.83,12470.14,22559.18
2021-01-19 15,51.89,64560.75,66170.28,5.41,6110.76,6047.75,12444.51,22714.04
2021-01-19 16,54.9,67322.63,68177.55,0.0,6282.95,6127.780000000001,12446.720000000001,22370.489999999998
2021-01-19 17,52.55,64527.990000000005,64849.35,0.0,6439.37,6059.51,12426.560000000001,19542.829999999998
2021-01-19 18,45.39,61960.97,62265.34,0.0,6276.15,6353.71,12384.67,16510.8
2021-01-19 19,42.78,58976.33,59738.880000000005,0.0,6279.88,6405.639999999999,11214.14,12492.22
2021-01-19 20,43.7,55841.81,56884.229999999996,0.0,6310.48,6405.76,10877.41,9939.310000000001
2021-01-19 21,39.9,52765.33,53682.1,0.0,6279.85,6403.34,9319.6,8703.720000000001
2021-01-19 22,31.23,49956.61,51545.05,0.0,6017.57,6355.25,8520.64,7675.3
2021-01-19 23,31.03,47910.45,49434.7,0.0,6227.7,6366.23,7783.2,6912.91
2021-01-20 00,28.38,46446.97,48030.57,0.0,6289.23,6393.27,6980.13,6150.02
2021-01-20 01,26.67,45350.11,46855.66,0.0,6341.98,6378.35,6703.84,6162.15
2021-01-20 02,25.18,44906.24,46593.57,0.0,6338.38,6390.09,6652.799999999999,6198.6900000000005
2021-01-20 03,28.94,45002.54,46992.32,0.0,6370.45,6393.83,6704.51,6176.11
2021-01-20 04,31.68,46727.76,48533.33,0.0,6268.41,6388.6,7191.73,5985.57
2021-01-20 05,43.8,51016.62,52534.54,0.0,6190.59,6387.76,9658.14,8124.56
2021-01-20 06,53.61,57211.51,58043.83,0.0,6209.3,6380.28,11757.16,11365.07
2021-01-20 07,61.74,62518.11,63209.630000000005,0.05,6278.16,6382.0,12280.4,14005.53
2021-01-20 08,63.46,64066.689999999995,65181.13,14.75,6205.24,6357.530000000001,12414.869999999999,15460.92
2021-01-20 09,51.96,63117.86,64637.74,64.96000000000001,5955.75,5651.78,12378.960000000001,15133.83
2021-01-20 10,59.62,62041.490000000005,63099.04,83.96,6104.4,5267.57,12454.83,16119.71
2021-01-20 11,57.24,61398.29,62259.97,101.75,6088.889999999999,5265.82,12470.01,15742.67
2021-01-20 12,51.13,61597.55,62151.32,125.66,5756.9,5088.97,12260.09,15892.83
2021-01-20 13,44.4,61820.62,63039.26,117.97,5720.32,6333.73,12193.7,14664.150000000001
2021-01-20 14,43.15,62040.68,64409.81,61.71,5562.24,6369.41,12141.6,14166.33
2021-01-20 15,44.41,62797.31,65516.86,11.96,5814.09,6368.4400000000005,11930.630000000001,14899.529999999999
2021-01-20 16,56.0,66416.26999999999,67654.45999999999,0.0,6113.13,6368.89,12347.63,15588.86
2021-01-20 17,57.87,64170.64,64591.59,0.0,6181.9,6368.71,12440.79,14852.02
2021-01-20 18,54.0,61811.149999999994,62119.7,0.0,6105.84,6362.46,12095.83,12965.14
2021-01-20 19,47.4,58590.11,59770.4,0.0,6333.389999999999,6368.32,11098.1,10633.48
2021-01-20 20,44.9,55478.42,57100.66,0.0,6352.34,6342.03,10509.44,8139.67
2021-01-20 21,42.4,52107.57,54486.49,0.0,6104.07,6352.39,8276.289999999999,6934.469999999999
2021-01-20 22,30.1,49244.64,52299.57,0.0,5989.71,6354.83,7459.16,6340.17
2021-01-20 23,32.4,47195.3,50898.7,0.0,6320.25,6368.11,6820.63,6089.46
2021-01-21 00,19.43,46002.88,49569.619999999995,0.0,6049.38,6323.68,6105.43,5951.66
2021-01-21 01,9.08,45001.479999999996,48768.67,0.0,5661.49,6245.35,5928.41,5816.58
2021-01-21 02,1.07,44542.67,48483.649999999994,0.0,5643.88,5584.5599999999995,5683.97,5693.91
2021-01-21 03,0.2,44832.19,48867.31,0.0,6319.73,5011.82,5834.73,6158.04
2021-01-21 04,15.15,46701.6,50434.55,0.0,6220.38,5641.89,6153.3,6657.08
2021-01-21 05,31.16,51035.47,54027.37,0.0,6258.23,5780.82,7920.7,8126.92
2021-01-21 06,51.8,56963.76,59226.84,0.0,6370.92,5853.76,10446.73,12125.02
2021-01-21 07,66.08,61452.19,64464.75,2.21,6194.9,5878.7300000000005,11467.0,14187.89
2021-01-21 08,71.68,61086.08,66476.05,73.86,6052.34,5958.96,11939.86,14150.45
2021-01-21 09,50.0,59066.05,65806.97,226.71999999999997,5944.09,5994.83,11500.24,13425.5
2021-01-21 10,45.0,58744.93,64385.229999999996,309.82,6277.01,6111.8,11178.7,11912.18
2021-01-21 11,44.95,58813.19,63410.14,256.16,6359.26,5967.63,11029.73,11887.29
2021-01-21 12,42.4,58891.41,63073.07,182.8,6346.52,5960.34,10602.539999999999,11081.55
2021-01-21 13,44.0,58728.97,63172.2,143.74,6378.8,5888.639999999999,10980.07,11242.9
2021-01-21 14,45.0,60077.479999999996,63987.47,103.13,6324.57,6002.96,11780.630000000001,11994.49
2021-01-21 15,46.84,62342.31,64770.61,15.280000000000001,6223.299999999999,6117.9,11895.84,12984.25
2021-01-21 16,60.75,66239.51,66834.91,0.0,5878.26,5972.57,11963.66,15466.33
2021-01-21 17,58.53,64162.29,63821.149999999994,0.0,5446.61,5555.09,11973.83,16150.18
2021-01-21 18,65.02,61465.5,61049.34,0.0,4178.1,3709.21,11734.17,18396.2
2021-01-21 19,72.97,58408.52,58327.6,0.0,3045.06,3222.15,11732.83,17912.66
2021-01-21 20,61.84,55436.06,55659.82,0.0,1827.6100000000001,3011.57,11791.36,17108.17
2021-01-21 21,62.95,52321.29,53100.23,0.0,1044.5,2596.84,11793.74,17076.309999999998
2021-01-21 22,64.9,49785.25,51289.84,0.0,1007.8000000000001,2281.29,11755.1,16806.77
2021-01-21 23,87.76,47427.14,45637.94,0.0,1131.17,3002.52,11619.69,13955.47
2021-01-22 00,50.28,46165.43,45252.55,0.0,1544.6799999999998,4121.02,11209.84,13519.32
2021-01-22 01,45.1,45591.06,43700.59,0.0,2836.99,5562.25,9475.369999999999,11741.0
2021-01-22 02,40.0,45240.07,42307.28,0.0,3218.69,5488.9400000000005,8180.5,9929.28
2021-01-22 03,31.46,45625.979999999996,41484.490000000005,0.0,4153.46,5410.139999999999,7349.97,9800.85
2021-01-22 04,43.6,47278.78,41680.83,0.0,4072.31,5145.41,9765.83,11787.619999999999
2021-01-22 05,53.18,51666.61,42365.58,0.0,3810.95,4558.96,11433.83,15950.84
2021-01-22 06,49.9,57992.5,43270.19,0.0,3427.99,4355.75,12270.54,20530.739999999998
2021-01-22 07,68.79,63458.82,44642.55,2.22,3388.9,4396.21,12386.2,24513.46
2021-01-22 08,63.0,64177.45,45863.44,43.59,3369.9,4576.13,12330.369999999999,25634.47
2021-01-22 09,44.4,61383.72,46498.2,146.4,3179.32,4628.6,11924.369999999999,23143.9
2021-01-22 10,43.08,58038.2,46366.68,343.77,3089.1,4380.33,12150.16,20714.370000000003
2021-01-22 11,42.18,56406.89,46613.9,288.86,3384.11,4228.16,11543.24,20049.3
2021-01-22 12,42.16,55740.63,47158.55,264.73,3438.95,3902.02,11868.43,20099.61
2021-01-22 13,46.24,56439.65,47974.01,215.24,3447.35,3756.04,11998.23,23640.67
2021-01-22 14,54.49,58511.01,49782.520000000004,122.53,3088.76,3538.02,12237.14,26098.43
2021-01-22 15,57.31,60993.16,52224.76,26.66,2796.4,3397.86,12500.19,27246.78
2021-01-22 16,64.48,65156.34,56551.899999999994,0.06,2515.34,3434.54,12447.5,27064.14
2021-01-22 17,66.77,63609.2,55358.02,0.0,2388.0299999999997,3472.68,12082.74,27142.07
2021-01-22 18,63.89,60779.340000000004,53590.57,0.0,2266.41,3627.23,11250.64,26868.050000000003
2021-01-22 19,54.0,57630.42,51549.1,0.0,2226.5,3546.16,10498.7,24116.48
2021-01-22 20,52.91,54515.75,49228.59,0.0,2257.05,3345.46,10619.84,19714.63
2021-01-22 21,51.79,51568.630000000005,47118.37,0.0,2469.09,3194.19,10586.83,17629.38
2021-01-22 22,45.0,49207.33,44919.04,0.0,2452.85,2814.61,10466.67,16248.35
2021-01-22 23,47.4,47576.95,48692.31,0.0,2153.94,4128.93,10509.8,12192.19
2021-01-23 00,44.72,45630.99,48132.05,0.0,2094.94,2928.71,9290.67,11386.53
2021-01-23 01,44.38,44164.56,47112.02,0.0,2010.6100000000001,3718.52,7817.17,10871.41
2021-01-23 02,42.31,43566.42,46739.14,0.0,2200.49,4318.6900000000005,6804.6,9797.39
2021-01-23 03,38.91,43372.87,46882.95,0.0,2541.41,3720.2799999999997,6476.77,10033.95
2021-01-23 04,41.97,43744.67,47629.02,0.0,2855.2,3593.6800000000003,6774.16,10384.95
2021-01-23 05,42.4,45424.87,49083.98,0.0,3451.61,3459.26,8712.04,11587.29
2021-01-23 06,45.88,48306.119999999995,51284.240000000005,0.0,3621.85,3796.5,10416.82,13751.69
2021-01-23 07,50.0,51562.42,54033.86,0.37,3419.5099999999998,3612.63,11115.939999999999,17519.39
2021-01-23 08,56.92,54006.62,56395.26,25.39,3276.17,3316.69,11212.27,22229.29
2021-01-23 09,58.15,53562.38,57911.99,83.25,2490.74,2881.38,11759.39,21367.5
2021-01-23 10,58.95,52202.32,57927.47,91.28,2248.6,2606.74,11748.7,22060.89
2021-01-23 11,56.63,52784.45,57882.25,136.9,1750.04,2270.5299999999997,12034.49,22834.83
